Country,Year,Food_Price_Index,Inflation
EST,2015,111.474566584111,111.474566584111
EST,2014,112.026100209564,112.026100209564
EST,2013,112.145170508668,112.145170508668
EST,2012,109.111259287483,109.111259287483
EST,2011,104.981901314536,104.981901314536
EST,2010,100.0,100.0
SWZ,2019,166.821866435163,166.821866435163
SWZ,2018,162.597555594944,162.597555594944
SWZ,2017,155.128044574078,155.128044574078
SWZ,2016,146.042210573467,146.042210573467
SWZ,2015,135.415763752502,135.415763752502
SWZ,2014,129.027305806354,129.027305806354
SWZ,2013,122.090896076668,122.090896076668
SWZ,2012,115.593056390898,115.593056390898
SWZ,2011,106.107427145903,106.107427145903
SWZ,2010,100.0,100.0
ETH,2023,858.423451765946,858.423451765946
ETH,2022,659.216079717136,659.216079717136
ETH,2021,492.356913864236,492.356913864236
ETH,2020,388.173106848802,388.173106848802
ETH,2019,322.519847925871,322.519847925871
ETH,2018,278.49138441874,278.49138441874
ETH,2017,244.649000887414,244.649000887414
ETH,2016,221.027534076201,221.027534076201
ETH,2015,207.288195981494,207.288195981494
ETH,2014,189.185249477272,189.185249477272
ETH,2013,176.99056500687,176.99056500687
ETH,2012,164.697506969423,164.697506969423
ETH,2011,133.249959882334,133.249959882334
ETH,2010,100.0,100.0
FJI,2022,134.898622800306,134.898622800306
FJI,2021,129.064651874522,129.064651874522
FJI,2020,128.863810252487,128.863810252487
FJI,2019,132.297245600612,132.297245600612
FJI,2018,129.992348890589,129.992348890589
FJI,2017,124.894797245601,124.894797245601
FJI,2016,120.849273144606,120.849273144606
FJI,2015,116.354246365723,116.354246365723
FJI,2014,114.776205049732,114.776205049732
FJI,2013,114.18324407039,114.18324407039
FJI,2012,110.9506503443,110.9506503443
FJI,2011,107.278117827085,107.278117827085
FJI,2010,100.0,100.0
FIN,2023,131.040820253141,131.040820253141
FIN,2022,123.331790076698,123.331790076698
FIN,2021,115.130462665656,115.130462665656
FIN,2020,112.658096995756,112.658096995756
FIN,2019,112.331712088838,112.331712088838
FIN,2018,111.192991413593,111.192991413593
FIN,2017,110.000779878603,110.000779878603
FIN,2016,109.177564613377,109.177564613377
FIN,2015,108.789529224042,108.789529224042
FIN,2014,109.016205355146,109.016205355146
FIN,2013,107.892829303649,107.892829303649
FIN,2012,106.321099212145,106.321099212145
FIN,2011,103.416807542552,103.416807542552
FIN,2010,100.0,100.0
FRA,2023,124.027345193475,124.027345193475
FRA,2022,118.258283622798,118.258283622798
FRA,2021,112.388921149413,112.388921149413
FRA,2020,110.572946910908,110.572946910908
FRA,2019,110.04856675289,110.04856675289
FRA,2018,108.842316422953,108.842316422953
FRA,2017,106.864453008147,106.864453008147
FRA,2016,105.772580900596,105.772580900596
FRA,2015,105.579017755019,105.579017755019
FRA,2014,105.539425293424,105.539425293424
FRA,2013,105.006246810607,105.006246810607
